step	learning_rate
0	9.0625e-06
1	8.125000000000001e-06
2	7.1875e-06
3	6.25e-06
4	5.3125e-06
5	4.3750000000000005e-06
6	3.4375e-06
7	2.5e-06
8	1.5625e-06
9	6.25e-07
